PORT_NAME;CNTR_CODE3;LONGITUDE;LATITUDE;Continent
PORT OF AMDERMA;RUS;61,55918728;69,75611111;Europe
PORT OF EGVEKINOT;RUS;-179,1097173;66,31555556;Europe
PORT OF EKONOMIYA;RUS;40,51843345;64,70388889;Europe
PORT OF MAGO;RUS;140,1700236;53,25694444;Europe
POSYET;RUS;130,8147;42,65433387;Europe
UNKNOWN_2352;RUS;43,96209717;56,32629394;Europe
VIRTSU HARBOUR;EST;23,50017668;58,56777778;Europe
LOKSA SHIPYARD;EST;25,70212014;59,58388889;Europe
PORT OF SILLAMAE - SILPORT;EST;27,72656066;59,41194444;Europe
PARNU;EST;24,4923;58,37313387;Europe
PALDISKI;EST;24,033333;59,35;Europe
OSMUSSAAR;EST;23,366667;59,3;Europe
KUNDA;EST;26,533333;59,533333;Europe
MUUGA-PORT OF TALLIN;EST;24,95;59,5;Europe
TRIIGI HARBOR;EST;22,71843345;58,59111111;Europe
SORU HARBOR;EST;22,5196702;58,69194444;Europe
ROOMASSAARE HARBOUR;EST;22,50318021;58,21666667;Europe
PORT OF KIHNU;EST;24,01737338;58,14055556;Europe
POLICE;POL;14,59008789;53,56231689;Europe
NOWE WARPNO;POL;14,284729;53,72509766;Europe
MIEDZYZDROJE (MIEDZYZDROJE);POL;14,44592285;53,93249512;Europe
ELBLAG (ELBLAG);POL;19,40008545;54,27789307;Europe
KRYNICA MORSKA;POL;19,45147705;54,39007568;Europe
FROMBORK;POL;19,67749023;54,35968018;Europe
SOPOT;POL;18,5741;54,442834;Europe
MONTU HARBOR;EST;22,12073027;57,94916667;Europe
RINGSU HARBOR (RUHNU HARBOR);EST;23,2696702;57,78027778;Europe
HELTERMAA HARBOUR;EST;23,05;58,86666667;Europe
LEHTMA HARBRO;EST;22,69075383;59,06833333;Europe
PORT OF DIRHAMI;EST;23,49163722;59,20944444;Europe
PORT OF HAAPSALU JAHTKLUBI;EST;23,51949352;58,95222222;Europe
ROHUKULA HARBOUR;EST;23,42020024;58,90722222;Europe
SUURSADAM HARBOUR;EST;22,90547703;58,97638889;Europe
SVIBY HARBOR;EST;23,30636042;58,97166667;Europe
KUIVASTU HARBOUR;EST;23,38881037;58,57277778;Europe
MANILAIU HARBOUR;EST;24,1221437;58,22111111;Europe
NASVA HARBOR;EST;22,39075383;58,21611111;Europe
ORISSAARE HARBOUR;EST;23,08633687;58,56055556;Europe
ORJAKU HARBOUR;EST;22,77002356;58,78722222;Europe
UNKNOWN_2344;RUS;34,46612549;62,90667725;Europe
UNKNOWN_2345;RUS;36,67651367;45,33709717;Europe
UNKNOWN_2346;RUS;39,70587158;47,20770264;Europe
UNKNOWN_2347;RUS;48,03851318;46,35931397;Europe
UNKNOWN_2348;RUS;50,07348633;53,18151856;Europe
UNKNOWN_2349;RUS;48,46490478;53,14227295;Europe
UNKNOWN_2350;RUS;142,1467285;49,96929932;Europe
UNKNOWN_2351;RUS;37,85913086;59,11669922;Europe
ARMAN;RUS;150,7717;59,561534;Europe
PEVEK;RUS;170,3231;69,694734;Europe
GREMIKHA;RUS;39,5317;68,049634;Europe
LAZAREV;RUS;141,5173;52,212234;Europe
BERINGOVSKIY;RUS;179,3445;63,054734;Europe
VANINO;RUS;140,2673;49,083134;Europe
UGLEGORSK;RUS;142,0289;49,059834;Europe
KHOLMSK;RUS;142,0505;47,049934;Europe
SOVETSKAYA GAVAN;RUS;140,2759;48,981034;Europe
MOSKALVO;RUS;142,5367;53,579934;Europe
IOKANKA;RUS;39,5161;68,055434;Europe
OKHOTSK;RUS;143,1811;59,347734;Europe
UNKNOWN_2343;RUS;31,02893066;59,94067383;Europe
BARREIRO;PRT;-9,080444901;38,65248011;Europe
CALHETA;PRT;-17,1719825;32,7169115;Europe
CASCAIS;PRT;-9,420567095;38,69148254;Europe
CANICAL;PRT;-16,73431397;32,73712158;Europe
FUNCHAL (MADEIRA);PRT;-16,90899658;32,64550781;Europe
PORTO DA ANGRA DO HEROISMO;PRT;-27,21838379;38,65368652;Europe
PORTO DA MADALENA;PRT;-28,53149414;38,53387451;Europe
PORTO DA PRAIA DA VITORIA;PRT;-27,06091309;38,72869873;Europe
SANTA CRUZ DAS FLORES;PRT;-31,12456974;39,45459845;Europe
SANTA CRUZ DA GRACIOSA;PRT;-28,0098875;39,088445;Europe
FARO;PRT;-7,933410645;37,01147461;Europe
FUNCHAL;PRT;-16,916667;32,633333;Europe
DOURO;PRT;-8,666667;41,15;Europe
PORTO DE LEIXOES;PRT;-8,7;41,183333;Europe
MATOSINHOS;PRT;-8,696645049;41,1821741;Europe
VELAS;PRT;-28,21002197;38,67852783;Europe
PORTOS DOS AZORES;PRT;-31,09851074;39,67852783;Europe
SAO ROQUE;PRT;-28,31908314;38,5308483;Europe
PORTO DA PONTA DELGADA;PRT;-25,65883392;37,73694444;Europe
PORTO DA LAJES DAS FLORES;PRT;-31,16737338;39,37833333;Europe
PORTO DA HORTA;PRT;-28,62196702;38,53;Europe
PORTO DE VIANA DO CASTELO;PRT;-8,823027091;41,68638889;Europe
PORTO DE VILA DO CONDE;PRT;-8,73828033;41,34527778;Europe
PORT OF PORTO;PRT;-8,61861013;41,14111111;Europe
PORTO DE AVEIRO;PRT;-8,7196702;40,64361111;Europe
PRAIA DA GRACIOSA;PRT;-27,974975;39,0553985;Europe
PORTOS DOS AZORES;PRT;-31,0985566;39,67853694;Europe
UNKNOWN_2426;PRT;-28,015803;38,6062175;Europe
RABOCHEOSTROVSK;RUS;34,783333;64,983333;Europe
KOVDA;RUS;32,866667;66,683333;Europe
BOLSHAYA PIRYU GUBA;RUS;34,366667;66,666667;Europe
MYS ABRAM;RUS;33,033333;68,983333;Europe
VITINO;RUS;32,31666667;67,08333333;Europe
ADLER;RUS;39,933333;43,433333;Europe
TAGANROG;RUS;38,95;47,2;Europe
ROSTOV-NA-DONU;RUS;39,716667;47,166667;Europe
AZOV;RUS;39,433333;47,1;Europe
YEYSK;RUS;38,266667;46,733333;Europe
TEMRYUK;RUS;37,35;45,35;Europe
ANAPA;RUS;37,316667;44,883333;Europe
KAVKAZ OIL TERMINAL;RUS;36,65;45,333333;Europe
GELENDZHIK;RUS;38,066667;44,55;Europe
POS'YET;RUS;130,8;42,65;Europe
BUKHTA GAYDAMAK;RUS;132,683333;42,866667;Europe
ZARUBINO;RUS;131,133333;42,616667;Europe
KALININGRAD;RUS;20,483333;54,7;Europe
REKA LUGA;RUS;28,316667;59,666667;Europe
SANKT-PETERBURG;RUS;30,3;59,933333;Europe
GAVAN VYSOTSK;RUS;28,566667;60,616667;Europe
LOMONOSOV;RUS;29,766667;59,916667;Europe
STEPNICA;POL;14,62030029;53,64788818;Europe
PETROPAVLOVSK;RUS;158,65;53,05;Europe
LESOGORSK;RUS;142,133333;49,45;Europe
VITAZ MARINE TERMINAL;RUS;143,55;52,7;Europe
PORT BERINGOVSKY;RUS;179,366667;63,066667;Europe
PROVIDENIYA;RUS;-173,2333333;64,41666667;Europe
PORT DIKSON;RUS;80,51666667;73,5;Europe
BUKHTA NAGAYEVA (MAGADAN);RUS;150,7166667;59,56666667;Europe
BUTINGE;LTU;21,07049561;56,03833008;Europe
BUTINGE OIL TERMINAL;LTU;20,95;56,033333;Europe
VOSTOCHNYY;RUS;133,083333;42,75;Europe
PORONAYSK;RUS;143,133333;49,216667;Europe
NIKOL SKOYE;RUS;165,983333;55,2;Europe
BUKHTA PROVIDENIYA;RUS;-173,3;64,383333;Europe
AMBARCHIK;RUS;162,316667;69,633333;Europe
TIKSI;RUS;128,866667;71,633333;Europe
OSTROV DIKSON;RUS;80,45;73,5;Europe
UST-PORT;RUS;84,433333;69,666667;Europe
MYS NOVYY PORT;RUS;72,9;67,666667;Europe
NAR YAN-MAR;RUS;53;67,65;Europe
ARKHANGELS'K;RUS;40,533333;64,533333;Europe
OSTROVNOY GREMIKHA;RUS;39,516667;68,05;Europe
BUKHTA NAGAYEVA;RUS;150,716667;59,566667;Europe
OKHOTSK IY REYD;RUS;143,2;59,366667;Europe
ALEKSANDROVSK -SAKHALINSKIY;RUS;142,133333;50,9;Europe
MOSKAL VO;RUS;142,5;53,583333;Europe
MYS ROGATYY OKTYABRSKIY;RUS;142,1;50,733333;Europe
BUKHTA VANINO;RUS;140,283333;49,083333;Europe
DE KASTRI;RUS;140,783333;51,466667;Europe
NIKOLAYEVSK NA AMUR;RUS;140,733333;53,133333;Europe
OKHA;RUS;143;53,55;Europe
TAMMISAARI;FIN;23,44932365;59,97569656;Europe
KOKAR;FIN;20,8946435;59,935326;Europe
LAPPOHJA;FIN;23,2527295;59,900853;Europe
KOVERHAR;FIN;23,22519852;59,88207701;Europe
SKOGBY;FIN;23,3145563;59,90921467;Europe
TAIVASSALO;FIN;21,59843826;60,55550003;Europe
UUSIKAUPUNKI;FIN;21,38333333;60,8;Europe
UUSIKAARLEPYY;FIN;22,53946114;63,51638413;Europe
DRAGSFJARD;FIN;22,50000062;60,06670015;Europe
FORBY;FIN;22,86735735;60,09984207;Europe
GODBY;FIN;19,98383522;60,22591019;Europe
INKOO;FIN;24,02065849;60,04978943;Europe
KEMIO;FIN;22,73875046;60,16316986;Europe
KALAJOKI;FIN;23,93333333;64,26666667;Europe
KORPOO;FIN;21,58329969;60,16669877;Europe
KRISTINANKAUPUNKI;FIN;21,36418724;62,27242661;Europe
KUMLINGE;FIN;20,78333333;60,28333333;Europe
MARIEHAMN;FIN;19,93932533;60,08919144;Europe
NAANTALI;FIN;22,01666667;60,46666667;Europe
VARKAUS;FIN;27,88333333;62,3;Europe
VUOKSEN TERMINAL;FIN;28,81666667;61,21666667;Europe
VALKO (VALKOM);FIN;26,25;60,4;Europe
KITEE;FIN;30,1336625;62,1001855;Europe
KUOPIO;FIN;27,69579258;62,88647233;Europe
LAPPEENRANTA;FIN;28,2;61,06666667;Europe
MAANINKA;FIN;27,302623;63,157106;Europe
MIKKELI;FIN;27,3;61,68333333;Europe
TEGELEN;NLD;6,138822555;51,34168243;Europe
SWALMEN;NLD;6,039051533;51,23338318;Europe
STEIN;NLD;5,766337871;50,96847534;Europe
SLUISKIL;NLD;3,833333333;51,3;Europe
NURMES;FIN;29,14834596;63,54185073;Europe
PERNAJA;FIN;26,06408691;60,43048096;Europe
PORVOO;FIN;25,66680815;60,38567462;Europe
PUUMALA;FIN;28,181316;61,524351;Europe
RAAHE;FIN;24,46392822;64,68249512;Europe
RISTIINA;FIN;27,2591735;61,5103105;Europe
RUOTSINPYHTAA;FIN;26,46612549;60,48730469;Europe
SIILINJARVI;FIN;27,66822624;63,07390213;Europe
SIPOONLAHTI;FIN;25,35229492;60,26409912;Europe
SKOLDVIK;FIN;25,5526275;60,307724;Europe
SAVONLINNA;FIN;28,8852643;61,86742687;Europe
TOLKKINEN;FIN;25,57751465;60,33447266;Europe
UIMAHARJU;FIN;30,25757027;62,91310501;Europe
PARAINEN;FIN;22,29637527;60,30070114;Europe
POHJANKURU;FIN;23,5522;60,0981;Europe
PORI;FIN;21,75;61,48333333;Europe
SALO;FIN;23,08455286;60,36720276;Europe
HAUKIPUDAS;FIN;25,35269547;65,17366791;Europe
IISALMI;FIN;27,18333333;63,55;Europe
ISNAS;FIN;26,01704373;60,40027907;Europe
ENONKOSKI;FIN;28,9186165;62,090214;Europe
ESPOO;FIN;24,67661704;60,25098123;Europe
HAMINA;FIN;27,20000131;60,56753482;Europe
IMATRA;FIN;28,80036135;61,2250011;Europe
REIMERSWAAL;NLD;4,009277344;51,43969727;Europe
MAASTRICHT;NLD;5,694885254;50,85107422;Europe
MIERLO;NLD;5,618030548;51,44009399;Europe
MIDDELBURG;NLD;3,608886719;51,49212647;Europe
MEERLO-WANSUM;NLD;6,079284668;51,54608154;Europe
KESSEL;NLD;6,0526165;51,2914545;Europe
HONTENISSE;NLD;4,089294434;51,36309814;Europe
KANTVIK;FIN;24,37768555;60,08349609;Europe
STROMMA;FIN;22,86831427;60,18717312;Europe
TEIJO;FIN;22,97497749;60,25675583;Europe
VAASA;FIN;21,65323992;63,10702803;Europe
VELKUA;FIN;21,6523155;60,4639005;Europe
ECKERO;FIN;19,62225;60,21057;Europe
FOGLO;FIN;20,4285935;60,004801;Europe
HOUTSKAR;FIN;21,3751325;60,2179765;Europe
INIO;FIN;21,381009;60,399385;Europe
KASKINEN;FIN;21,225151;62,377724;Europe
KRONVIK;FIN;21,518258;63,055359;Europe
KUSTAVI;FIN;21,354703;60,548259;Europe
LUVIA;FIN;21,6387845;61,3647165;Europe
MERIKARVIA;FIN;21,497132;61,855836;Europe
RYMATTYLA;FIN;21,947912;60,375809;Europe
BRANDO;FIN;21,05453532;60,42845348;Europe
EURAJOKI;FIN;21,49795695;61,24630589;Europe
FARJSUND;FIN;20,01271062;60,23845312;Europe
LANGNAS;FIN;20,29803548;60,11709548;Europe
NAUVO;FIN;21,91094606;60,19157461;Europe
TORNIO;FIN;24,1587;65,863734;Europe
JOUTSENO;FIN;28,4899;61,133934;Europe
SKULTE;LVA;24,40588379;57,30352783;Europe
ALBLASSERDAM;NLD;4,647888184;51,8638916;Europe
VENLO;NLD;6,164916992;51,37109375;Europe
FREEPORT OF RIGA;LVA;24,08810365;57,00777778;Europe
ROJA HARBOR;LVA;22,80565371;57,50805556;Europe
UNKNOWN_2324;LVA;21,01;56,51;Europe
SALACGRIVA HARBOR;LVA;24,3524735;57,75527778;Europe
LIELUPE;LVA;23,433333;57;Europe
BERGEN OP ZOOM;NLD;4,241699219;51,50170898;Europe
BUDEL;NLD;5,575634002;51,27405167;Europe
VEITSILUOTO;FIN;24,616667;65,7;Europe
MONTU;EST;22,1272427;57,9488412;Europe
PORKKALA;FIN;24,383333;60,083333;Europe
SVIBY;EST;23,31246711;58,97024237;Europe
EKENAS;FIN;23,433333;59,983333;Europe
JUSSARO;FIN;23,566667;59,833333;Europe
TORINA;FIN;24,166667;65,766667;Europe
HIMANKA;FIN;23,65;64;Europe
JAKOBSTAD;FIN;22,666667;63,683333;Europe
NYKARLEBY;FIN;22,533333;63,516667;Europe
KANTLAX;FIN;22,283333;63,416667;Europe
HELLNAS;FIN;22,233333;63,283333;Europe
KRISTINESTAD;FIN;21,4;62,283333;Europe
MANTYLUOTO;FIN;21,483333;61,6;Europe
TAHKOLUOTO;FIN;21,4;61,633333;Europe
SIGNILSKAR;FIN;19,333333;60,2;Europe
PARGAS;FIN;22,066667;60,283333;Europe
WLADYSLAWOWO (WLADYSLAWOWO);POL;18,4163208;54,79870606;Europe
TCZEW;POL;18,76780555;54,08473112;Europe
SAAREMAA;EST;22,5058462;58,2130112;Europe
SORU;EST;22,5;58,7;Europe
TRIIGI;EST;22,7263242;58,5798397;Europe
VIRTSU;EST;23,5250635;58,578806;Europe
BEKKERI;EST;24,6627772;59,4528867;Europe
MEERUSE;EST;24,6693882;59,4508957;Europe
PALJASSAARE;EST;24,70277713;59,45503973;Europe
SILLAMAE;EST;27,75924492;59,39700317;Europe
VANASADAM;EST;24,76718098;59,44896972;Europe
LOKSA;EST;25,7192545;59,5821;Europe
TRZEBIEZ (TRZEBIEZ);POL;14,51531982;53,66229248;Europe
PATAREISADAM;EST;24,749117;59,4478785;Europe
PORT WLADYSLAWOWO;POL;18,41790342;54,79611111;Europe
PORT USTKA;POL;16,85123675;54,58888889;Europe
UNKNOWN_2436;POL;14,53;53,4;Europe
PORT HANDLOWY SWINOUJSCIE;POL;14,26861013;53,905;Europe
PORT OF ELBLAG;POL;19,38810365;54,165;Europe
DARLOWO;POL;16,416667;54,433333;Europe
BORSELE;NLD;3,672912598;51,45727539;Europe
BORN;NLD;5,807893753;51,03120041;Europe
AALST;NLD;5,45;51,38333333;Europe
KOLOBRZEG;POL;15,55;54,216667;Europe
PORT POLNOCHNY;POL;18,716667;54,4;Europe
SWINOUJSCIE;POL;14,266667;53,916667;Europe
UNKNOWN_2326;FIN;22,95;59,81;Europe
PORT OF REPOSAARI;FIN;21,43951708;61,61583333;Europe
PORT OF ROYTTA;FIN;24,15812721;65,76388889;Europe
KUOPIO HARBOUR;FIN;27,68987044;62,88833333;Europe
PORT OF LAPALUOTO;FIN;24,40477032;64,66138889;Europe
PORT OF PUHOS;FIN;29,90194346;62,08861111;Europe
VARKAUS HARBOURS;FIN;27,87479388;62,3125;Europe
SHARM EL SHEIKH;EGY;34,283333;27,85;Africa
EAST ZEIT TERMINAL;EGY;33,6;27,85;Africa
ZEIT BAY LPG TERMINAL;EGY;33,566667;27,8;Africa
ZAFARANA TERMINAL;EGY;32,683333;29,166667;Africa
AL ISKANDARIYH (ALEXANDRIA);EGY;29,833333;31,166667;Africa
EL MAADIYA;EGY;30,15;31,266667;Africa
EL TUR HARBOR;EGY;33,616667;28,233333;Africa
HAMRAWEIN;EGY;34,2;26,25;Africa
BUR SAID (PORT SAID);EGY;32,3;31,266667;Africa
DAMIETTA;EGY;31,75;31,483333;Africa
RAS SUDR;EGY;32,7;29,583333;Africa
WADI FEIRAN;EGY;33,2;28,75;Africa
RAS ABU ZANIMAH;EGY;33,116667;29,033333;Africa
EL ISMAILIYA;EGY;32,283333;30,583333;Africa
MERSA EL HAMRA OIL TERMINAL;EGY;28,866667;30,983333;Africa
EL-ADABIYA;EGY;32,466667;29,866667;Africa
NORTH AIN SUKHNA PORT;EGY;32,366667;29,65;Africa
SOKHNA PORT GAS TANKER TERMINAL;EGY;32,366667;29,683333;Africa
SAFI;MAR;-9,2427;32,307934;Africa
KENITRA-MEDIA;MAR;-6,6734;34,263934;Africa
MOHAMMEDIA;MAR;-7,3894;33,717934;Africa
SALE;MAR;-6,7723;34,111134;Africa
CASABLANCA;MAR;-7,6112;33,613934;Africa
RABAT;MAR;-6,8233;34,053734;Africa
RAS BADRAN OIL TERMINAL;EGY;33,166667;28,95;Africa
EL JADIDA;MAR;-8,4984;33,258134;Africa
SIDI IFNI;MAR;-10,190871;29,358202;Africa
ESSAOUIRA;MAR;-9,771609;31,511349;Africa
GAZA;PSE;34,43192482;31,52247121;Asia
EL HAMRA OIL TERMINAL;EGY;28,86666667;30,98333333;Africa
SIDI KERIR (KURAYR);EGY;29,616667;31,1;Africa
TAN TAN;MAR;-11,296692;28,459033;Africa
AS SUWAYS;EGY;32,55;29,966667;Africa
RAS GHARIB;EGY;33,1;28,35;Africa
RAS SHUKHIER;EGY;33,283333;28,133333;Africa
FANARA;EGY;32,3689;30,28113387;Africa
ALEXANDRIA;EGY;29,88146288;31,19534167;Africa
ISMAILIA;EGY;32,2701;30,58723387;Africa
ABU QIR;EGY;30,0667;31,3167;Africa
ABU ZENIMA;EGY;33,1191;29,04313387;Africa
SUEZ;EGY;32,55;29,9667;Africa
FAYID;EGY;32,3047;30,33443387;Africa
AIN SUKHNA;EGY;32,3929;29,51943387;Africa
RAS SHUKHEIR;EGY;33,2743;28,14033387;Africa
EL ISKANDARIYA;EGY;29,8799;31,14933387;Africa
SIDI KERIR;EGY;29,67231829;31,0544228;Africa
PORT SAID;EGY;32,3009;31,24333387;Africa
ABU RUDEIS;EGY;33,1831;28,90733387;Africa
ADABIYA;EGY;32,4735;29,86533387;Africa
ZEIT BAY;EGY;33,6;27,8333;Africa
EL GHARDAQA;EGY;33,85;27,216667;Africa
ZEIT BAY TERMINAL;EGY;33,6;27,833333;Africa
BUR SAFAGA;EGY;33,95;26,733333;Africa
AL QUSAYR;EGY;34,283333;26,1;Africa
AIN SUKHNA TERMINAL;EGY;32,366667;29,583333;Africa
MERSA MATRUH;EGY;25,166667;31,366667;Africa
NUWEIBA EL MUZEIMA;EGY;34,65;28,966667;Africa
EL DEKHEILA;EGY;29,79894961;31,1325957;Africa
SAFAGA;EGY;33,9943;26,76053387;Africa
GEISUM TERMINAL;EGY;33,7087;27,64573387;Africa
MERSA EL HAMRA;EGY;28,7775;30,96213387;Africa
KOSSEIR;EGY;34,2819;26,09953387;Africa
HURGHADA;EGY;33,8457;27,23243387;Africa
AGADIR;MAR;-9,6292;30,420934;Africa
TANGIER;MAR;-5,788;35,793234;Africa
AL HOCEIMA;MAR;-3,9107;35,257034;Africa
ASILAH;MAR;-6,034242;35,471244;Africa
PORT OF SONGJIN;PRK;129,2042403;40,66694444;Asia
HUNGNAM;PRK;127,6303101;39,82287598;Asia
BUMPYO;PRK;127,5415;39,774434;Asia
NAMPO;PRK;125,4391;38,752334;Asia
HAEJU;PRK;125,7171;38,009734;Asia
CHONGJIN;PRK;129,7599;41,744534;Asia
TANGIER-MEDITERRANEAN;MAR;-5,483333;35,9;Africa
PORT D AL HOCEIMA;MAR;-3,916667;35,25;Africa
TANGER;MAR;-5,816667;35,783333;Africa
WONSAN;PRK;127,4331;39,167934;Asia
KYOMIP'O;PRK;125,616667;38,733333;Asia
SENBONG;PRK;130,4;42,333333;Asia
NAJIN;PRK;130,3;42,233333;Asia
KIMCH'AEK;PRK;129,2;40,666667;Asia
CH'ONGJIN;PRK;129,816667;41,766667;Asia
CH'AHO;PRK;128,65;40,2;Asia
NUWEIBAH;EGY;34,6333;28,9667;Africa
EL JORF LASFAR;MAR;-8,616667;33,116667;Africa
UNKNOWN_1926;MAR;-6,6;34,3;Africa
PORT OF JORF LASFAR;MAR;-8,626030624;33,13027778;Africa
LARACHE;MAR;-6,152;35,204934;Africa
HAEJU HANG;PRK;125,7;38;Asia
EL SOKHNA;EGY;32,4090021;29,76395533;Africa
UNKNOWN_1863;SAU;50,2;26,5;Asia
KING FAHD INDUSTRIAL PORT IN JUBAIL;SAU;49,67302709;27,08777778;Asia
JUBAIL COMMERCIAL PORT;SAU;49,67090695;27,02861111;Asia
JU'AYMAH CRUDE AND LPG TERMINALS;SAU;50,04163722;26,87222222;Asia
JIZAN PORT;SAU;42,5352768;16,89027778;Asia
RAS AL KHAFJI;SAU;48,52307129;28,41729736;Asia
JEDDAH;SAU;39,16308594;21,46972656;Asia
YANBO;SAU;38,0547;24,069534;Asia
JEDDAH ISLAMIC PORT;SAU;39,1590106;21,45861111;Asia
RABIGH;SAU;39,0257;22,754234;Asia
DAMMAM;SAU;50,09999972;26,43333278;Asia
JIDDAH;SAU;39,183333;21,483333;Asia
JIZAN;SAU;42,483333;16,9;Asia
DHUBA;SAU;36,4589;26,22793387;Asia
GIZAN;SAU;42,5345;16,89833387;Asia
JUBAIL;SAU;49,6603;27,01673387;Asia
RAS AL MISHAB;SAU;48,6121;28,11453387;Asia
RAS TANURA;SAU;50,1585;26,64833387;Asia
JUAYMAH TERMINAL;SAU;50,0535;26,92903387;Asia
DAMMAN;SAU;50,2055;26,48993387;Asia
AL KHOBAR;SAU;50,2257;26,27583387;Asia
DOHA;KWT;47,78505987;29,36863335;Asia
UNKNOWN_1853;KWT;47,96;29,38;Asia
SHUAIBA;KWT;48,15509033;29,04730225;Asia
KUWAIT NAVY BASE;KWT;48,28193823;28,86344702;Asia
SHUWAIKH;KWT;47,942721;29,351018;Asia
AL RAYYAN TERMINAL;QAT;51,55;26,65;Asia
RAS LAFFAN;QAT;51,583333;25,916667;Asia
MINA SAUD;KWT;48,378789;28,717206;Asia
MINA ABD ALLAH;KWT;48,166667;29,016667;Asia
MINA ASH SHUAYBAH;KWT;48,166667;29,033333;Asia
MINA AZ ZAWR;KWT;48,4;28,733333;Asia
AL KUWAYT;KWT;47,933333;29,35;Asia
DOHA HARBOR;KWT;47,8;29,383333;Asia
MINA AL AHMADI;KWT;48,166667;29,066667;Asia
AL JUBAYL;SAU;49,666667;27,083333;Asia
RAS  TANNURAH;SAU;50,166667;26,633333;Asia
JU AYMAH OIL TERMINAL;SAU;50,033333;26,933333;Asia
AL-TOUR;EGY;33,61310005;28,23744342;Africa
EL MAADIYA PORT;EGY;30,15;31,2667;Africa
EL MEKS;EGY;29,84909285;31,15088146;Africa
RAS BUDRAN;EGY;33,17516974;28,94584425;Africa
ZA'FARANA;EGY;32,66167067;29,11452307;Africa
EL ARISH;EGY;33,82883911;31,15312129;Africa
BERENICE;EGY;35,49076595;23,94024938;Africa
UNKNOWN_1888;EGY;30,16765719;31,33492329;Africa
WADI FEIRAN TERMINAL;EGY;33,20335689;28,73916667;Africa
RAS SUDR TERMINAL;EGY;32,70212014;29,57722222;Africa
SUEZ CANAL;EGY;32,29145392;30,58610781;Africa
YANBU;SAU;38,05;24,083333;Asia
DUBA BULK PLANT TANKER TERMINAL;SAU;35,9;27,316667;Asia
DUBA;SAU;35,533333;27,566667;Asia
SHARMAH;SAU;35,25;27,933333;Asia
RAS AL GHAR;SAU;49,866667;26,9;Asia
JU AYMAH LPG TERMINAL;SAU;50,05;26,866667;Asia
KING FAHD PORT;SAU;38,216667;23,95;Asia
UMM SAID;QAT;51,566667;24,916667;Asia
LAAYOUNE;MAR;-13,4145;27,098034;Africa
PORT OF DAKHLA;MAR;-15,93386337;23,68222222;Africa
CALA SABINA;ESP;1,416370481;38,73275207;Europe
HUELVA;ESP;-6,926477617;37,25566589;Europe
HIERRO;ESP;-17,9008733;27,7841092;Europe
PUERTO DEL ROSARIO;ESP;-13,86666667;28,5;Europe
AGUILAS;ESP;-1,565359334;37,40423795;Europe
TARIFA;ESP;-5,606731739;36,0037986;Europe
CABEZUELA;ESP;-6,2490728;36,5163612;Europe
HENDAYE;ESP;-1,777190214;43,36845321;Europe
CIUDADELA;ESP;3,833333333;40;Europe
RIBADEO;ESP;-7,036553377;43,53636629;Europe
REQUEJADA;ESP;-4,083333333;43,33333333;Europe
SAN SEBASTIAN DE LA GOMERA;ESP;-17,11580793;28,08947554;Europe
ARGUINEGUIN;ESP;-15,681434;27,7586205;Europe
LOS CRISTIANOS;ESP;-16,71649719;28,05069717;Europe
GRAN TARAJAL HARBOR;ESP;-14,02232038;28,20722222;Europe
CORRALEJO HARBOR;ESP;-13,85883392;28,74138889;Europe
PUERTO DE JAVEA;ESP;0,185276796;38,79722222;Europe
PORT OF MALLORCA;ESP;2,62532391;39,55111111;Europe
MUROS;ESP;-9,055;42,78083387;Europe
MOANA;ESP;-8,7207;42,28663387;Europe
PUERTO DE LA ESTACA;ESP;-17,90123675;27,78416667;Europe
PUERTO DE LA CRUZ;ESP;-16,543404;28,41833333;Europe
PUERTO DE SANTA CRUZ DE LA PALMA;ESP;-17,76666667;28,67583333;Europe
PUERTO DE SAN SEBASTIAN DE LA GOMERA;ESP;-17,10512367;28,08805556;Europe
PUERTO DE SALINETAS;ESP;-15,37320377;27,97611111;Europe
PUERTO DE LOS CRISTIANOS;ESP;-16,7171967;28,04805556;Europe
PUERTO DE GUIMAR;ESP;-16,3721437;28,29194444;Europe
PUERTO DE PLAYA BLANCA;ESP;-13,83351001;28,85888889;Europe
PORT OF A CORUNA;ESP;-8,387926973;43,36305556;Europe
UNKNOWN_1944;ESP;-8,7;42,4;Europe
PORT OF THE BAY OF CADIZ;ESP;-6,258833922;36,52;Europe
PUERTO DE LA SAN CARLOS DE LA RAPITA;ESP;0,600176678;40,61555556;Europe
CEMEX ALCANAR;ESP;0,55;40,57083333;Europe
PUERTO DE VIVEIRO;ESP;-7,593404005;43,67194444;Europe
PUERTO DE PALAMOS;ESP;3,125147232;41,84416667;Europe
DAJLA;MAR;-15,948243;23,679272;Africa
VILLAGARCIA (DE AROSA);ESP;-8,775390625;42,59667969;Europe
PONTEVEDRA;ESP;-8,649170876;42,41898116;Europe
MARIN;ESP;-8,694194503;42,39483895;Europe
SALINETAS;ESP;-15,3839;27,962234;Europe
CORCUBION;ESP;-9,1915165;42,944218;Europe
BENIDORM;ESP;-0,1159;38,530534;Europe
AD DAKHLA;MAR;-15,916667;23,7;Africa
SAN SEBASTIAN;ESP;-1,9782;43,326134;Europe
AYAMONTE;ESP;-7,4069;37,214434;Europe
ALCACER;ESP;0,5161;40,530234;Europe
EL FERROL;ESP;-8,2329;43,479634;Europe
SEVILLA;ESP;-6,022521973;37,36627197;Europe
